level_key,features_set,classifier,K,feature,importance
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_rate_pirate_shot_lost,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,EX_rate_user_stopped,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,EX_rate_completed,0.004090860062766211
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_var_affect_impl,0.007156212525342742
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_boolean_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_string_impl,0.11927593465840085
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_if_branch_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_elif_branch_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_else_branch_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_for_simple_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_for_counter_0_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_for_counter_n_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_avg_while_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_var_affect_impl,0.006401328790285554
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_boolean_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_string_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_if_branch_impl,0.0022291349896076396
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_elif_branch_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_else_branch_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_for_simple_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_for_counter_0_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_for_counter_n_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,CO_std_while_impl,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_walk_ctr_fun_used,0.0037152249826793993
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_left_ctr_fun_used,0.002986829100155508
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_right_ctr_fun_used,0.001128763824789647
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_open_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_jump_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_jump_height_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_jump_high_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_get_height_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_read_string_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_read_int_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_attack_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_detect_obstacle_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_turn_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_avg_shoot_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_walk_ctr_fun_used,0.002983800148239546
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_left_ctr_fun_used,0.002988681804974891
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_right_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_open_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_jump_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_jump_height_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_jump_high_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_get_height_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_read_string_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_read_int_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_attack_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_detect_obstacle_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_turn_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_std_shoot_ctr_fun_used,0.0
Level4,mean_sd_rate_features_nohelp,Random Forest,4,GA_max_progression,0.00262211806285918
Level4,mean_sd_rate_features_nohelp,Random Forest,4,EX_rate_speed_changed,0.0
Level5,all_features_help_received,Random Forest,0,level_time_spent,0.007831908711945834
Level5,all_features_help_received,Random Forest,0,CO_tot_base_program_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_error_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_structure_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_comment_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_creation_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_modif_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_usage_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_type_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_1bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_2bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_3bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_0_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_n_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_while_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_base_program_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_base_error_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_base_structure_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_base_comment_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_var_creation_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_var_modif_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_var_usage_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_var_type_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_condi_1bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_condi_2bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_condi_3bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_counter_0_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_counter_n_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_while_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_base_program_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_base_error_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_base_structure_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_base_comment_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_var_creation_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_var_modif_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_var_usage_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_var_type_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_condi_1bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_condi_2bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_condi_3bran_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_counter_0_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_counter_n_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_while_simple_disp_time,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_code_editor_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_control_function_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_program_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_error_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_structuration_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_base_comment_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_creation_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_modif_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_usage_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_type_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_1bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_2bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_condi_3bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_simple_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_0_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_n_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_while_simple_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_pasted,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_code_editor_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_control_function_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_base_program_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_base_error_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_base_structuration_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_base_comment_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_var_creation_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_var_modif_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_var_usage_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_var_type_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_condi_1bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_condi_2bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_condi_3bran_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_for_simple_copied,0.0015663817423891668
Level5,all_features_help_received,Random Forest,0,CO_rate_for_counter_0_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_for_counter_n_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_while_simple_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_pasted,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_too_many_lines_error,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_syntactic_error,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_semantic_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_open_chest_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_open_chest_key_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_read_message_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_walk_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_not_allowed_func_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_function_param_error,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_too_many_lines_error,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_syntactic_error,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_semantic_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_open_chest_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_open_chest_key_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_read_message_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_walk_loc_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_not_allowed_func_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_function_param_error,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_spike_touch_lost,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_barrel_explosion_lost,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_pirate_shot_lost,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_spike_touch_lost,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_barrel_explosion_lost,0.0
Level5,all_features_help_received,Random Forest,0,GA_rate_pirate_shot_lost,0.0
Level5,all_features_help_received,Random Forest,0,EX_tot_user_stopped,0.0
Level5,all_features_help_received,Random Forest,0,EX_tot_completed,0.0
Level5,all_features_help_received,Random Forest,0,EX_rate_user_stopped,0.0
Level5,all_features_help_received,Random Forest,0,EX_rate_completed,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_var_affect_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_boolean_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_string_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_if_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_elif_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_else_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_simple_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_0_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_for_counter_n_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_while_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_var_affect_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_boolean_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_string_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_if_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_elif_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_else_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_simple_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_counter_0_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_for_counter_n_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_avg_while_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_var_affect_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_boolean_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_string_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_if_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_elif_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_else_branch_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_simple_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_counter_0_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_for_counter_n_impl,0.0
Level5,all_features_help_received,Random Forest,0,CO_std_while_impl,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_walk_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_left_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_right_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_open_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_jump_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_jump_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_jump_high_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_get_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_read_string_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_read_int_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_attack_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_detect_obstacle_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_turn_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_tot_shoot_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_walk_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_left_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_right_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_open_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_jump_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_jump_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_jump_high_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_get_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_read_string_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_read_int_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_attack_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_detect_obstacle_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_turn_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_avg_shoot_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_walk_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_left_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_right_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_open_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_jump_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_jump_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_jump_high_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_get_height_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_read_string_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_read_int_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_attack_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_detect_obstacle_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_turn_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_std_shoot_ctr_fun_used,0.0
Level5,all_features_help_received,Random Forest,0,GA_max_progression,0.0
Level5,all_features_help_received,Random Forest,0,EX_tot_speed_changed,0.0
Level5,all_features_help_received,Random Forest,0,EX_rate_speed_changed,0.0
Level5,all_features_help_received,Random Forest,0,CO_tot_help_copied,0.0
Level5,all_features_help_received,Random Forest,0,CO_rate_help_copied,0.0
Level5,all_features_help_received,Random Forest,0,FE_tot_control_received,0.0
Level5,all_features_help_received,Random Forest,0,FE_tot_notion_received,0.0063271028502842165
Level5,all_features_help_received,Random Forest,0,FE_tot_implementation_received,0.0
Level5,all_features_help_received,Random Forest,0,FE_tot_solution_received,0.0
